frame,total_ms,cpu_wall_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks
12274,16.334875,16.288002,0.000000,2.531375,2.530763,0.000112,0.082334,0.016791,0.603250,632,8064765,146590,0,5408
12275,16.637209,16.622118,0.000000,3.808792,3.805763,0.000237,0.076708,0.020417,0.342584,631,8080231,154934,0,5408
12276,18.419458,18.428904,0.000000,0.000625,0.000000,0.000000,0.106167,0.040458,0.585750,641,8071007,155186,0,7210
12277,17.503625,17.580121,0.000000,0.000708,0.000000,0.000000,0.211542,0.056708,0.644083,636,8126623,145825,0,5408
12278,16.636875,16.480223,0.000000,0.000624,0.000000,0.000000,0.102542,0.015583,0.289083,626,8049270,153660,0,5408
12279,14.137375,14.076368,0.000000,1.958750,1.957971,0.000321,0.063458,0.025250,0.647500,641,8055503,156845,0,7210
12280,16.651417,16.571414,0.000000,5.413124,5.403011,0.009863,0.050083,0.039833,0.611583,632,8064801,147742,0,5408
12281,16.765666,17.169294,0.000000,5.239875,5.109013,0.130653,0.436834,0.034458,0.601374,634,8110548,157013,0,5511
12282,16.775667,16.354835,0.000000,2.550625,2.541054,0.009196,0.064833,0.028959,0.294125,640,8055523,160207,0,7210
12283,16.685708,16.687208,0.000000,4.761335,4.760804,0.000239,0.059250,0.033292,1.015834,632,8080333,148971,0,5408
12284,16.553167,16.530946,0.000000,4.768125,4.762680,0.005237,0.047750,0.013417,0.609333,632,8080114,156624,0,5408
12285,16.542208,16.485719,0.000000,4.897209,4.889679,0.007321,0.041834,0.009375,1.309499,640,8040300,152369,0,7210
12286,16.715417,16.755919,0.000000,5.807208,5.665970,0.141071,0.050917,0.041833,1.220959,634,8105397,148509,0,5408
12287,16.721917,16.675253,0.000000,5.428541,5.362097,0.066278,0.053541,0.010959,0.647708,632,8075596,156949,0,5408
12288,16.663958,16.642539,0.000000,5.525042,5.432387,0.092571,0.042000,0.010125,1.302083,641,8065650,155261,0,7210
12289,16.823000,16.811175,0.000000,5.888833,5.872039,0.016794,0.056125,0.013417,0.656750,632,8095680,146878,0,5408
12290,16.585417,16.552031,0.000000,5.387500,5.305221,0.081945,0.058125,0.036250,0.981916,632,8064782,153804,0,5408
12291,16.735416,16.784109,0.000000,5.455042,5.373388,0.081487,0.079167,0.019667,0.651625,642,8086595,155830,0,7210
12292,16.831084,16.775736,0.000000,5.906375,5.740429,0.165737,0.074500,0.030583,0.965375,631,8080096,147521,0,5408
12293,16.458333,16.453692,0.000000,4.166667,4.161138,0.005196,0.053333,0.012959,0.594251,632,8080218,151573,0,5408
12294,16.620875,16.545343,0.000000,5.541959,5.447055,0.094737,0.051500,0.011833,0.607459,638,8055503,158049,0,7210
12295,17.169250,17.234571,0.000000,5.957542,5.781290,0.176169,0.052208,0.062250,1.267458,633,8080282,143833,0,5408
12296,16.499208,16.422966,0.000000,5.843125,5.689263,0.153695,0.037625,0.015084,0.620167,629,8064711,142030,0,5408
12297,16.616792,16.615088,0.000000,6.133334,5.938873,0.194419,0.041417,0.008041,0.936042,641,8086681,141981,0,7210
12298,16.747125,16.767588,0.000000,6.298792,6.289957,0.008627,0.086375,0.032625,0.532583,632,8079996,137235,0,5408
12299,16.851208,16.825213,0.000000,5.266250,5.222972,0.042820,0.061834,0.012000,0.627166,633,8080247,143266,0,5408
12300,16.746917,16.705174,0.000000,5.465750,5.387888,0.077570,0.044917,0.017416,1.056958,641,8071000,144528,0,7210
12301,16.503042,16.487212,0.000000,6.202751,6.015749,0.186918,0.042875,0.034750,0.501583,632,8080256,135045,0,5408
12302,16.481833,16.478752,0.000000,5.558417,5.554055,0.004237,0.049375,0.012458,0.989416,633,8080199,144427,0,5408
12303,16.930125,16.874985,0.000000,6.112000,5.932248,0.179669,0.040042,0.011583,0.308375,639,8055567,144427,0,7210
12304,16.625500,16.646914,0.000000,6.241250,6.074957,0.166210,0.047458,0.025709,1.004707,633,8095660,135130,0,5408
12305,16.674125,16.659900,0.000000,6.110250,5.912082,0.198126,0.050667,0.013291,0.653250,632,8080238,142858,0,5408
12306,16.571417,16.547253,0.000000,5.833124,5.679471,0.153445,0.043833,0.014625,0.623499,637,8070986,146886,0,7210
12307,16.771250,16.759297,0.000000,6.557999,6.381831,0.176085,0.048666,0.011417,0.656959,633,8080234,133520,0,5408
12308,16.665541,16.632582,0.000000,6.160460,5.972791,0.187585,0.051667,0.023458,1.280292,638,8072214,142694,0,7006
12309,16.660959,16.650405,0.000000,6.002625,5.814915,0.187669,0.041083,0.017375,0.958875,634,8079061,144450,0,5612
12310,16.744583,16.736132,0.000000,6.458083,6.297957,0.160043,0.049417,0.009416,0.660333,643,8072313,137035,0,6945
12311,16.546125,16.494285,0.000000,5.975458,5.794597,0.180570,0.046458,0.012167,0.953542,648,8053003,143299,0,7714
12312,16.794167,16.810957,0.000000,6.145917,5.966290,0.179544,0.048416,0.027625,0.303459,634,8095552,146069,0,5408
12313,16.680625,16.633526,0.000000,6.548042,6.367915,0.180085,0.050541,0.012834,1.337917,630,8064820,132949,0,5408
12314,16.649625,16.643543,0.000000,6.070250,5.863722,0.206362,0.043958,0.011583,0.657542,641,8072599,144076,0,7210
12315,16.876166,16.885435,0.000000,5.715251,5.588388,0.126612,0.058167,0.034083,0.668541,633,8094072,145152,0,5408
12316,16.575792,16.549574,0.000000,6.142792,5.974248,0.168460,0.054000,0.027167,1.389250,631,8080197,133605,0,5408
12317,16.467958,16.458546,0.000000,5.751500,5.751055,0.000237,0.053084,0.020708,0.737041,640,8071127,141339,0,7210
12318,16.757917,16.697693,0.000000,5.728375,5.720721,0.007529,0.047500,0.027417,1.032417,631,8064712,145617,0,5408
12319,16.757708,16.782426,0.000000,6.483001,6.300665,0.182252,0.048417,0.011375,0.649833,633,8095628,134020,0,5408
12320,16.614084,16.571536,0.000000,6.149041,5.954957,0.194001,0.043250,0.011708,0.987750,638,8055592,141333,0,7210
12321,16.791416,16.763586,0.000000,6.200625,6.007165,0.193377,0.037250,0.010667,0.609416,632,8080233,144146,0,5408
12322,16.668667,16.684381,0.000000,6.520834,6.334998,0.185752,0.044542,0.036875,0.941083,634,8095633,135941,0,5408
12323,16.550750,16.517546,0.000000,6.718249,6.512957,0.205209,0.040042,0.011500,0.606375,638,8055736,131716,0,7210
12324,16.821667,16.815711,0.000000,6.722208,6.544956,0.177210,0.042000,0.020125,1.256207,634,8095497,135638,0,5408
12325,16.582708,16.567180,0.000000,6.736625,6.533123,0.203460,0.034625,0.018375,1.262458,630,8080351,132139,0,5408
12326,16.824875,16.804420,0.000000,6.642583,6.457332,0.185168,0.043458,0.012125,0.314625,642,8070886,133103,0,7210
12327,16.635833,16.620758,0.000000,6.718042,6.530248,0.187711,0.047834,0.020916,1.276583,633,8080226,133566,0,5408
12328,16.605834,16.591335,0.000000,6.728125,6.540373,0.187668,0.041583,0.010375,0.303084,633,8080227,131803,0,5408
12329,16.819541,16.790170,0.000000,6.597082,6.399665,0.197334,0.058959,0.013583,0.957583,638,8055568,130238,0,7210
12330,16.666334,16.689498,0.000000,6.430959,6.246623,0.184294,0.040000,0.046875,0.662417,633,8111217,135633,0,5408
12331,16.632375,16.555160,0.000000,6.679292,6.512874,0.166335,0.035750,0.017250,0.851292,631,8049257,129776,0,5408
12332,16.890125,16.919584,0.000000,6.332959,6.161540,0.171377,0.063333,0.022083,0.964084,641,8086454,131429,0,7210
12333,16.507958,16.473650,0.000000,5.999418,5.835915,0.163419,0.042708,0.047875,0.308000,633,8080202,132019,0,5408
12334,16.907333,16.916911,0.000000,5.847417,5.692665,0.154627,0.071709,0.015083,1.002167,633,8095723,132975,0,5408
12335,34.549875,33.404717,0.000000,0.000709,0.000000,0.000000,33.423875,0.235459,1.819376,757,9630686,190986,0,7212
12336,51.412250,52.513674,0.000000,0.000582,0.000000,0.000000,0.115917,0.019042,0.623750,514,6505069,71859,0,5406
12337,28.354959,28.351625,0.000000,0.000916,0.000000,0.000000,0.094083,0.017125,0.593250,635,8095664,130470,0,5408
12338,12.378750,12.336747,0.000000,0.000709,0.000000,0.000000,0.083458,0.020000,0.648666,639,8055553,130644,0,7210
12339,29.403083,29.389189,0.000000,0.004000,0.000000,0.000000,0.083167,0.017625,0.596417,634,8111116,131053,0,5408
12340,10.837750,10.776869,0.000000,0.000292,0.000000,0.000000,0.045000,0.017417,0.296791,629,8049363,139843,0,5408
12341,10.447875,10.405091,0.000000,0.000666,0.000000,0.000000,0.070667,0.014875,0.362208,638,8055603,132796,0,7210
12342,11.815333,11.888288,0.000000,0.000666,0.000000,0.000000,0.076000,0.062084,0.589542,635,8126511,140017,0,5408
12343,11.389250,11.341028,0.000000,0.000417,0.000000,0.000000,0.067834,0.020625,0.292375,631,8064802,133715,0,5408
12344,9.884334,9.805094,0.000000,0.000499,0.000000,0.000000,0.041500,0.011083,0.000000,638,8055540,133680,0,7210
12345,9.602666,9.584567,0.000000,0.000333,0.000000,0.000000,0.036584,0.011541,0.557250,631,8064778,135204,0,5408
12346,9.713625,9.719835,0.000000,0.000165,0.000000,0.000000,0.033875,0.016709,0.288875,634,8095676,135527,0,5408
12347,9.700459,9.642500,0.000000,0.000166,0.000000,0.000000,0.032416,0.006917,0.308750,638,8055553,132771,0,7210
12348,9.671166,9.682374,0.000000,0.000207,0.000000,0.000000,0.032000,0.009625,0.464875,633,8087739,135948,0,5408
12349,9.333000,9.324298,0.000000,0.000290,0.000000,0.000000,0.034709,0.006666,0.444250,632,8088160,132874,0,5408
